Trade ID,Date,Entry,Exit,Size,Stop Loss,Take Profit,PnL,Trade Result,R:R,Duration (mins),Exit Type,Direction,Risk %,RoR,Stop Distance,Event Type,Candle Count,Session,Symbol 1,Month,Day,Initial Balance,Account,Cumulative Equity,Entry Time,Absolute Daily PnL,Error,Profit Value,Loss Value,Duration (hrs),Peak Value,Multiplier,"Trade Model ",Trade Plan,"Market Conditions ",Psychological Factors	,Drawdown,Time Frame,Current Balance,Tag,Trade Plan Screenshot,Bias,Planned Entry,Planned SL,Planned TP,Planned RRR,Pre-Market Notes,Pre-Market Emotions,HTF Key Level Focus,Market Sentiment,Compliance Check,Events,Event Release Time,Market Reaction on News Release,Loss Indicator,Win Indicator,Ref: Events,Ref: Events Release Time,Trade Result Screenshot,Lesson Learned,Actionable Steps,Trade Performance Summary
Trade #30,11/07/2024,2690.275,2710.296,0.3,2683.602,2710.296,600.63,WIN,3,345,,BUY,0.25,74.419901311204,6.673,,23,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),111977.74,9:30 am,600.63,,600.63,0,5.75,111977.74,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2690.28
Exit Price: $2710.3
P/L: $600.63
Trade Model: @Gap Guardian (Live)
Date: 11/07/2024"
Trade #31,11/12/2024,2616.412,2594.012,0.3,2623.873,2594.012,672,WIN,3,150,,SELL,0.29,85.613427854635,7.461,,10,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),112649.74,9:30 am,672,,672,0,2.5,112649.74,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2616.41
Exit Price: $2594.01
P/L: $672
Trade Model: @Gap Guardian (Live)
Date: 11/12/2024"
Trade #32,11/13/2024,2601.525,2555.583,0.3,2616.828,2555.583,1378.26,WIN,3,600,,SELL,0.59,176.596419407847,15.303,,40,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),114028,10:45 am,1378.26,,1378.26,0,10,114028,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2601.53
Exit Price: $2555.58
P/L: $1378.26
Trade Model: @Gap Guardian (Live)
Date: 11/13/2024"
Trade #33,11/14/2024,2560.506,2554.21,0.3,2554.21,2594.02,-188.88,LOSS,5.32,870,,BUY,0.25,-24.58888985224,6.296,,58,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),113839.12,10:00 am,188.88,Late Exit (https://www.notion.so/Late-Exit-1a1b632af110809d9b61ece119aca9c1?pvs=21),0,-188.88,14.5,114028,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,-0.001656435262,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,1,0,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2560.51
Exit Price: $2554.21
P/L: $-188.88
Trade Model: @Gap Guardian (Live)
Date: 11/14/2024"
Trade #34,11/19/2024,2622.143,2635.117,0.3,2617.819,2635.117,389.22,WIN,3,435,,BUY,0.16,49.478613485229,4.324,,29,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),114228.34,10:30 am,389.22,,389.22,0,7.25,114228.34,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2622.14
Exit Price: $2635.12
P/L: $389.22
Trade Model: @Gap Guardian (Live)
Date: 11/19/2024"
Trade #35,11/20/2024,2641.855,2667.262,0.3,2633.386,2667.262,762.21,WIN,3,1065,,BUY,0.32,96.171061621474,8.469,,71,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),114990.55,9:45 am,762.21,,762.21,0,17.75,114990.55,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2641.86
Exit Price: $2667.26
P/L: $762.21
Trade Model: @Gap Guardian (Live)
Date: 11/20/2024"
Trade #36,11/21/2024,2662.26,2667.995,0.3,2660.354,2667.995,172.05,WIN,3.01,30,,BUY,0.07,21.541847903661,1.906,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),115162.6,9:30 am,172.05,,172.05,0,0.5,115162.6,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2662.26
Exit Price: $2668
P/L: $172.05
Trade Model: @Gap Guardian (Live)
Date: 11/21/2024"
Trade #37,11/26/2024,2620.557,2649.635,0.3,2610.909,2649.635,872.34,WIN,3.01,1035,,BUY,0.37,110.961142993646,9.648,,69,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),116034.94,9:45 am,872.34,,872.34,0,17.25,116034.94,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2620.56
Exit Price: $2649.64
P/L: $872.34
Trade Model: @Gap Guardian (Live)
Date: 11/26/2024"
Trade #38,11/27/2024,2643.19,2627.231,0.3,2648.515,2627.231,478.77,WIN,3,600,,SELL,0.2,60.377801066136,5.325,,40,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),116513.71,10:45 am,478.77,,478.77,0,10,116513.71,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2643.19
Exit Price: $2627.23
P/L: $478.77
Trade Model: @Gap Guardian (Live)
Date: 11/27/2024"
Trade #39,11/28/2024,2644.818,2635.316,0.3,2647.97,2635.316,285.06,WIN,3.01,615,,SELL,0.12,35.926857727072,3.152,,41,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),November,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),116798.77,9:45 am,285.06,,285.06,0,10.25,116798.77,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2644.82
Exit Price: $2635.32
P/L: $285.06
Trade Model: @Gap Guardian (Live)
Date: 11/28/2024"
Trade #40,12/03/2024,2652.161,2621.947,0.3,2661.926,2621.947,906.42,WIN,3.09,10065,,SELL,0.37,113.922194014617,9.765,,671,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),117705.19,9:30 am,906.42,,906.42,0,167.75,117705.19,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2652.16
Exit Price: $2621.95
P/L: $906.42
Trade Model: @Gap Guardian (Live)
Date: 12/03/2024"
Trade #41,12/04/2024,2655.798,2646.798,0.3,2658.798,2646.798,270,WIN,3,555,,SELL,0.11,33.888119503065,3,,37,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),117975.19,10:30 am,270,,270,0,9.25,117975.19,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2655.8
Exit Price: $2646.8
P/L: $270
Trade Model: @Gap Guardian (Live)
Date: 12/04/2024"
Trade #42,12/05/2024,2640.851,2629.647,0.3,2644.586,2629.647,336.12,WIN,3,570,,SELL,0.14,42.425718073454,3.735,,38,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),118311.31,10:30 am,336.12,,336.12,0,9.5,118311.31,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2640.85
Exit Price: $2629.65
P/L: $336.12
Trade Model: @Gap Guardian (Live)
Date: 12/05/2024"
Trade #43,12/10/2024,2685.183,2697.372,0.3,2681.14,2697.372,365.67,WIN,3.01,435,,BUY,0.15,45.393554182341,4.043,,29,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),118676.98,10:30 am,365.67,,365.67,0,7.25,118676.98,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2685.18
Exit Price: $2697.37
P/L: $365.67
Trade Model: @Gap Guardian (Live)
Date: 12/10/2024"
Trade #44,12/11/2024,2699.01,2723.28,0.3,2690.919,2726.295,728.1,WIN,3.37,630,,BUY,0.3,89.921860237643,8.091,,42,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),119405.08,9:45 am,728.1,,728.1,0,10.5,119405.08,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2699.01
Exit Price: $2723.28
P/L: $728.1
Trade Model: @Gap Guardian (Live)
Date: 12/11/2024"
Trade #45,12/12/2024,2686.84,2675.727,0.3,2690.537,2675.727,333.39,WIN,3.01,60,,SELL,0.14,41.360855130934,3.697,,4,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),119738.47,9:45 am,333.39,,333.39,0,1,119738.47,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2686.84
Exit Price: $2675.73
P/L: $333.39
Trade Model: @Gap Guardian (Live)
Date: 12/12/2024"
Trade #46,12/17/2024,2637.13,2649.08,0.3,2633.141,2649.08,358.5,WIN,3,240,,BUY,0.15,45.314413775582,3.989,,16,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120096.97,9:45 am,358.5,,358.5,0,4,120096.97,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2637.13
Exit Price: $2649.08
P/L: $358.5
Trade Model: @Gap Guardian (Live)
Date: 12/17/2024"
Trade #47,12/18/2024,2638.856,2629.552,0.3,2641.941,2629.552,279.12,WIN,3.02,255,,SELL,0.12,35.257702580209,3.085,,17,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120376.09,9:30 am,279.12,,279.12,0,4.25,120376.09,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2638.86
Exit Price: $2629.55
P/L: $279.12
Trade Model: @Gap Guardian (Live)
Date: 12/18/2024"
Trade #48,12/19/2024,2597.178,2604.413,0.3,2604.413,2575.458,-217.05,LOSS,3,240,,SELL,0.28,-27.857158808522,7.235,,16,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120159.04,9:30 am,217.05,Late Exit (https://www.notion.so/Late-Exit-1a1b632af110809d9b61ece119aca9c1?pvs=21),0,-217.05,4,120376.09,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,-0.001803098938,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,1,0,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2597.18
Exit Price: $2604.41
P/L: $-217.05
Trade Model: @Gap Guardian (Live)
Date: 12/19/2024"
Trade #49,12/24/2024,2611.292,2617.843,0.3,2609.109,2617.843,196.53,WIN,3,150,,BUY,0.08,25.087198214524,2.183,,10,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120355.57,9:45 am,196.53,,196.53,0,2.5,120376.09,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,-0.000170465746,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2611.29
Exit Price: $2617.84
P/L: $196.53
Trade Model: @Gap Guardian (Live)
Date: 12/24/2024"
Trade #50,12/25/2024,2630.046,2637.61,0.3,2627.525,2637.61,226.92,WIN,3,45,,BUY,0.1,28.759953247966,2.521,,3,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120582.49,10:00 am,226.92,,226.92,0,0.75,120582.49,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2630.05
Exit Price: $2637.61
P/L: $226.92
Trade Model: @Gap Guardian (Live)
Date: 12/25/2024"
Trade #51,12/26/2024,2612.233,2617.04,0.3,2610.643,2617.04,144.21,WIN,3.02,30,,BUY,0.06,18.401880689816,1.59,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120726.7,9:30 am,144.21,,144.21,0,0.5,120726.7,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2612.23
Exit Price: $2617.04
P/L: $144.21
Trade Model: @Gap Guardian (Live)
Date: 12/26/2024"
Trade #52,12/31/2024,2617.966,2626.448,0.3,2615.138,2626.448,254.46,WIN,3,45,,BUY,0.11,32.399198461707,2.828,,3,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),December,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),120981.16,10:15 am,254.46,,254.46,0,0.75,120981.16,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2617.97
Exit Price: $2626.45
P/L: $254.46
Trade Model: @Gap Guardian (Live)
Date: 12/31/2024"
Trade #53,01/02/2025,2646.467,2657.266,0.3,2642.869,2657.266,323.97,WIN,3,90,,BUY,0.14,40.805345390666,3.598,,6,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121305.13,10:00 am,323.97,,323.97,0,1.5,121305.13,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2646.47
Exit Price: $2657.27
P/L: $323.97
Trade Model: @Gap Guardian (Live)
Date: 01/02/2025"
Trade #54,01/07/2025,2660.807,2649.967,0.3,2664.39,2649.967,325.2,WIN,3.03,30,,SELL,0.13,40.739520002766,3.583,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121630.33,9:35 am,325.2,,325.2,0,0.5,121630.33,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2660.81
Exit Price: $2649.97
P/L: $325.2
Trade Model: @Gap Guardian (Live)
Date: 01/07/2025"
Trade #55,01/08/2025,2659.608,2669.317,0.3,2656.47,2669.317,291.27,WIN,3.09,105,,BUY,0.12,36.505379740172,3.138,,7,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121921.6,10:00 am,291.27,,291.27,0,1.75,121921.6,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2659.61
Exit Price: $2669.32
P/L: $291.27
Trade Model: @Gap Guardian (Live)
Date: 01/08/2025"
Trade #56,01/09/2025,2672.09,2678.389,0.3,2678.389,2653.154,-188.97,LOSS,3.01,990,,SELL,0.24,-23.573307785292,6.299,,66,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121732.63,10:00 am,188.97,Did Not Plan (https://www.notion.so/Did-Not-Plan-1a1b632af110804db647db8c4986825a?pvs=21),0,-188.97,16.5,121921.6,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,-0.001549930447,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,1,0,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2672.09
Exit Price: $2678.39
P/L: $-188.97
Trade Model: @Gap Guardian (Live)
Date: 01/09/2025"
Trade #57,01/14/2025,2665.993,2674.789,0.3,2663.061,2674.789,263.88,WIN,3,270,,BUY,0.11,32.99333494124,2.932,,18,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),121996.51,10:00 am,263.88,,263.88,0,4.5,121996.51,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2665.99
Exit Price: $2674.79
P/L: $263.88
Trade Model: @Gap Guardian (Live)
Date: 01/14/2025"
Trade #58,01/15/2025,2677.924,2689.091,0.3,2674.21,2689.091,335.01,WIN,3.01,105,,BUY,0.14,41.700212552709,3.714,,7,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),122331.52,10:00 am,335.01,,335.01,0,1.75,122331.52,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2677.92
Exit Price: $2689.09
P/L: $335.01
Trade Model: @Gap Guardian (Live)
Date: 01/15/2025"
Trade #59,01/16/2025,2713.649,2719.2,0.3,2711.799,2719.2,166.53,WIN,3,30,,BUY,0.07,20.455851143608,1.85,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Thursday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),122498.05,9:30 am,166.53,,166.53,0,0.5,122498.05,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2713.65
Exit Price: $2719.2
P/L: $166.53
Trade Model: @Gap Guardian (Live)
Date: 01/16/2025"
Trade #60,01/21/2025,2729.426,2735.496,0.3,2727.406,2735.496,182.1,WIN,3,30,,BUY,0.07,22.239108149479,2.02,,2,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Tuesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),122680.15,9:30 am,182.1,,182.1,0,0.5,122680.15,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2729.43
Exit Price: $2735.5
P/L: $182.1
Trade Model: @Gap Guardian (Live)
Date: 01/21/2025"
Trade #61,01/22/2025,2751.137,2758.532,0.3,2748.67,2758.532,221.85,WIN,3,90,,BUY,0.09,26.879795517272,2.467,,6,NY am,XAUUSD (https://www.notion.so/XAUUSD-199b632af110810a99e4fc7d09193617?pvs=21),January,Wednesday,100000,Prop Firms (https://www.notion.so/Prop-Firms-199b632af110810282c0fd949b38d647?pvs=21),122902,9:30 am,221.85,,221.85,0,1.5,122902,100,Gap Guardian (Live) (https://www.notion.so/Gap-Guardian-Live-199b632af11081df960fc988a6c3ac8d?pvs=21),,,,0,15m,100000.37,Prop Firms,,,,,,,,,,,Did Not Plan,,,,0,1,,,,,,"📊 Trade Performance Summary
Symbol: @XAUUSD
Entry Price: $2751.14
Exit Price: $2758.53
P/L: $221.85
Trade Model: @Gap Guardian (Live)
Date: 01/22/2025"
